lagoslakeid,LakeID
4309,L10753
4312,L10754
4314,L10755
4324,L10756
4328,L10757
4331,L10758
4335,L10759
4338,L10760
4339,L10761
4343,L10762
4346,L10763
4352,L10764
4353,L10765
4355,L10766
4357,L10767
4360,L10768
4363,L10769
4367,L10770
4373,L10771
4375,L10772
4376,L10773
4378,L10774
4382,L10775
4383,L10776
4386,L10777
4388,L10778
4391,L10779
4392,L10780
4405,L10781
4408,L10782
4421,L10783
4426,L10784
4427,L10785
4432,L10786
4440,L10787
4441,L10788
4444,L10789
4449,L10790
4454,L10791
4462,L10792
4464,L10793
4465,L10794
4469,L10795
4472,L10796
4475,L10797
4476,L10798
4477,L10799
4478,L10800
4480,L10801
4482,L10802
4483,L10803
4486,L10804
4490,L10805
4494,L10806
4500,L10807
4501,L10808
4504,L10809
4507,L10810
4508,L10811
4512,L10812
4521,L10813
4527,L10814
4533,L10815
4538,L10816
4552,L10817
4556,L10818
4558,L10819
4560,L10820
4562,L10821
4563,L10822
4564,L10823
4568,L10824
4569,L10825
4588,L10826
4591,L10827
4600,L10828
4601,L10829
4604,L10830
4605,L10831
4608,L10832
4610,L10833
4613,L10834
4614,L10835
4616,L10836
4620,L10837
4622,L10838
4624,L10839
4632,L10840
4637,L10841
4642,L10842
4644,L10843
4645,L10844
4647,L10845
4648,L10846
4650,L10847
4652,L10848
4653,L10849
4654,L10850
4667,L10851
4668,L10852
4679,L10853
4681,L10854
4682,L10855
4685,L10856
4688,L10857
4689,L10858
4691,L10859
4693,L10860
4696,L10861
4705,L10862
4710,L10863
4714,L10864
4715,L10865
4716,L10866
4717,L10867
4719,L10868
4733,L10869
4734,L10870
4735,L10871
4736,L10872
4737,L10873
4742,L10874
4747,L10875
4748,L10876
4754,L10877
4762,L10878
4767,L10879
4769,L10880
4770,L10881
4775,L10882
4778,L10883
4784,L10884
4790,L10885
4799,L10886
4800,L10887
4802,L10888
4804,L10889
4805,L10890
4818,L10891
4819,L10892
4821,L10893
4822,L10894
4825,L10895
4832,L10896
4834,L10897
4837,L10898
4843,L10899
4848,L10900
4861,L10901
4862,L10902
4865,L10903
4881,L10904
4886,L10905
4888,L10906
4895,L10907
4900,L10908
4909,L10909
4910,L10910
4911,L10911
4922,L10912
4926,L10913
4936,L10914
4941,L10915
4944,L10916
4945,L10917
4947,L10918
4948,L10919
4955,L10920
4962,L10921
4965,L10922
4969,L10923
4970,L10924
4972,L10925
4976,L10926
4978,L10927
4981,L10928
4983,L10929
4986,L10930
4989,L10931
4995,L10932
5002,L10933
5006,L10934
5007,L10935
5013,L10936
5018,L10937
5019,L10938
5021,L10939
5036,L10940
5037,L10941
5055,L10942
5058,L10943
5066,L10944
5070,L10945
5073,L10946
5080,L10947
5085,L10948
5087,L10949
5089,L10950
5091,L10951
5093,L10952
5094,L10953
5095,L10954
5102,L10955
5104,L10956
5106,L10957
5111,L10958
5113,L10959
5114,L10960
5119,L10961
5122,L10962
5128,L10963
5134,L10964
5135,L10965
5138,L10966
5141,L10967
5145,L10968
5148,L10969
5152,L10970
5158,L10971
5159,L10972
5162,L10973
5170,L10974
5171,L10975
5172,L10976
5174,L10977
5175,L10978
5188,L10979
5189,L10980
5190,L10981
5192,L10982
5199,L10983
5202,L10984
5211,L10985
5214,L10986
5215,L10987
5216,L10988
5217,L10989
5230,L10990
5238,L10991
5243,L10992
5247,L10993
5250,L10994
5251,L10995
5252,L10996
5254,L10997
5256,L10998
5264,L10999
5268,L11000
5275,L11001
5276,L11002
5280,L11003
5282,L11004
5284,L11005
5299,L11006
5301,L11007
5306,L11008
5308,L11009
5310,L11010
5314,L11011
5320,L11012
5323,L11013
5327,L11014
5329,L11015
5337,L11016
5344,L11017
5345,L11018
5351,L11019
5355,L11020
5363,L11021
5373,L11022
5374,L11023
5376,L11024
5377,L11025
5379,L11026
5380,L11027
5383,L11028
5385,L11029
5391,L11030
5394,L11031
5398,L11032
5400,L11033
5404,L11034
5405,L11035
5407,L11036
5414,L11037
5415,L11038
5418,L11039
5422,L11040
5424,L11041
5426,L11042
5429,L11043
5433,L11044
5452,L11045
5458,L11046
5461,L11047
5463,L11048
5467,L11049
5468,L11050
5469,L11051
5480,L11052
5482,L11053
5486,L11054
5487,L11055
5490,L11056
5491,L11057
5497,L11058
5501,L11059
5503,L11060
5506,L11061
5515,L11062
5516,L11063
5519,L11064
5523,L11065
5527,L11066
5528,L11067
5529,L11068
5532,L11069
5536,L11070
5539,L11071
5541,L11072
5547,L11073
5548,L11074
5549,L11075
5553,L11076
5556,L11077
5558,L11078
5560,L11079
5562,L11080
5567,L11081
5569,L11082
5572,L11083
5573,L11084
5574,L11085
5576,L11086
5581,L11087
5583,L11088
5606,L11089
5608,L11090
5615,L11091
5621,L11092
5684,L11093
5728,L11094
5731,L11095
5745,L11096
5753,L11097
5756,L11098
5786,L11099
5840,L11100
5863,L11101
5980,L11102
5992,L11103
6051,L11104
6062,L11105
6067,L11106
6176,L11107
6184,L11108
6185,L11109
6195,L11110
6199,L11111
6201,L11112
6203,L11113
6204,L11114
6213,L11115
6217,L11116
6221,L11117
6223,L11118
6225,L11119
6227,L11120
6229,L11121
6233,L11122
6280,L11123
6299,L11124
6300,L11125
6303,L11126
6304,L11127
6339,L11128
6340,L11129
6351,L11130
6353,L11131
6365,L11132
6394,L11133
6399,L11134
6405,L11135
6407,L11136
6408,L11137
6410,L11138
6411,L11139
6412,L11140
6420,L11141
6423,L11142
6425,L11143
6427,L11144
6429,L11145
6430,L11146
6431,L11147
6432,L11148
6433,L11149
6434,L11150
6435,L11151
6436,L11152
6438,L11153
6439,L11154
6440,L11155
6449,L11156
6453,L11157
6454,L11158
6455,L11159
6456,L11160
6457,L11161
6459,L11162
6461,L11163
6462,L11164
6465,L11165
6466,L11166
6467,L11167
6468,L11168
6469,L11169
6470,L11170
6472,L11171
6473,L11172
6475,L11173
6477,L11174
6478,L11175
6480,L11176
6481,L11177
6482,L11178
6483,L11179
6490,L11180
6492,L11181
6493,L11182
6494,L11183
6497,L11184
6499,L11185
6506,L11186
6508,L11187
6509,L11188
6511,L11189
6520,L11190
6521,L11191
6528,L11192
6530,L11193
6534,L11194
6537,L11195
6541,L11196
6544,L11197
6548,L11198
6549,L11199
6550,L11200
6552,L11201
6553,L11202
6556,L11203
6559,L11204
6561,L11205
6562,L11206
6564,L11207
6565,L11208
6575,L11209
6580,L11210
6584,L11211
6601,L11212
6613,L11213
6632,L11214
6633,L11215
6634,L11216
6649,L11217
6658,L11218
6667,L11219
6671,L11220
6673,L11221
6682,L11222
6686,L11223
6687,L11224
6690,L11225
6692,L11226
6694,L11227
6708,L11228
6715,L11229
6721,L11230
6723,L11231
6725,L11232
6730,L11233
6756,L11234
6762,L11235
6784,L11236
6785,L11237
6788,L11238
6794,L11239
6796,L11240
6799,L11241
6800,L11242
6804,L11243
6810,L11244
6811,L11245
6817,L11246
6820,L11247
6827,L11248
6830,L11249
6832,L11250
6835,L11251
6837,L11252
6838,L11253
6840,L11254
6841,L11255
6844,L11256
6845,L11257
6853,L11258
6857,L11259
6863,L11260
6866,L11261
6868,L11262
6871,L11263
6873,L11264
6876,L11265
6879,L11266
6887,L11267
6889,L11268
6890,L11269
6891,L11270
6892,L11271
6898,L11272
6899,L11273
6903,L11274
6907,L11275
6910,L11276
6918,L11277
6920,L11278
6922,L11279
6925,L11280
6930,L11281
6939,L11282
6944,L11283
6946,L11284
6949,L11285
6954,L11286
6955,L11287
6956,L11288
6957,L11289
6958,L11290
6959,L11291
6960,L11292
6961,L11293
6962,L11294
6963,L11295
6964,L11296
6965,L11297
6966,L11298
6968,L11299
6969,L11300
6970,L11301
6971,L11302
6972,L11303
6974,L11304
6976,L11305
6978,L11306
6979,L11307
6980,L11308
6981,L11309
6982,L11310
6983,L11311
6985,L11312
6986,L11313
6987,L11314
6988,L11315
6989,L11316
6990,L11317
6991,L11318
6992,L11319
6993,L11320
6994,L11321
6995,L11322
6996,L11323
6997,L11324
6998,L11325
6999,L11326
7000,L11327
7001,L11328
7002,L11329
7003,L11330
7004,L11331
7005,L11332
7006,L11333
7007,L11334
7008,L11335
7010,L11336
7011,L11337
7012,L11338
7013,L11339
7014,L11340
7015,L11341
7016,L11342
7017,L11343
7018,L11344
7019,L11345
7020,L11346
7021,L11347
7022,L11348
7023,L11349
7025,L11350
7026,L11351
7027,L11352
7028,L11353
7029,L11354
7031,L11355
7032,L11356
7034,L11357
7036,L11358
7037,L11359
7039,L11360
7040,L11361
7041,L11362
7042,L11363
7043,L11364
7044,L11365
7045,L11366
7048,L11367
7049,L11368
7050,L11369
7051,L11370
7061,L11371
7073,L11372
7075,L11373
7092,L11374
7093,L11375
7094,L11376
7100,L11377
7103,L11378
7104,L11379
7105,L11380
7110,L11381
7112,L11382
7114,L11383
7118,L11384
7119,L11385
7124,L11386
7125,L11387
7126,L11388
7127,L11389
7128,L11390
7129,L11391
7133,L11392
7135,L11393
7137,L11394
7145,L11395
7146,L11396
7148,L11397
7151,L11398
7153,L11399
7154,L11400
7155,L11401
7156,L11402
7157,L11403
7160,L11404
7161,L11405
7164,L11406
7168,L11407
7169,L11408
7171,L11409
7173,L11410
7175,L11411
7178,L11412
7189,L11413
7193,L11414
7195,L11415
7197,L11416
7200,L11417
7210,L11418
7229,L11419
7231,L11420
7235,L11421
7236,L11422
7237,L11423
7241,L11424
7243,L11425
7247,L11426
7255,L11427
7256,L11428
7258,L11429
7260,L11430
7261,L11431
7269,L11432
7274,L11433
7277,L11434
7279,L11435
7281,L11436
7283,L11437
7285,L11438
7291,L11439
7292,L11440
7295,L11441
7297,L11442
7298,L11443
7304,L11444
7307,L11445
7308,L11446
7312,L11447
7317,L11448
7318,L11449
7320,L11450
7334,L11451
7339,L11452
7342,L11453
7344,L11454
7351,L11455
7352,L11456
7353,L11457
7354,L11458
7364,L11459
7371,L11460
7381,L11461
7385,L11462
7386,L11463
7387,L11464
7388,L11465
7389,L11466
7390,L11467
7391,L11468
7392,L11469
7395,L11470
7396,L11471
7397,L11472
7398,L11473
7402,L11474
7405,L11475
7417,L11476
7425,L11477
7426,L11478
7427,L11479
7429,L11480
7437,L11481
7439,L11482
7441,L11483
7442,L11484
7443,L11485
7444,L11486
7445,L11487
7446,L11488
7449,L11489
7450,L11490
7451,L11491
7452,L11492
7454,L11493
7455,L11494
7456,L11495
7460,L11496
7461,L11497
7462,L11498
7463,L11499
7466,L11500
7469,L11501
7470,L11502
7471,L11503
7474,L11504
7475,L11505
7476,L11506
7478,L11507
7481,L11508
7482,L11509
7484,L11510
7485,L11511
7487,L11512
7490,L11513
7492,L11514
7494,L11515
7495,L11516
7497,L11517
7498,L11518
7499,L11519
7502,L11520
7503,L11521
7505,L11522
7506,L11523
7509,L11524
7510,L11525
7511,L11526
7512,L11527
7513,L11528
7514,L11529
7515,L11530
7518,L11531
7520,L11532
7528,L11533
7532,L11534
7539,L11535
7541,L11536
7545,L11537
7546,L11538
7548,L11539
7549,L11540
7550,L11541
7553,L11542
7555,L11543
7556,L11544
7557,L11545
7560,L11546
7561,L11547
7563,L11548
7564,L11549
7566,L11550
7568,L11551
7570,L11552
7576,L11553
7579,L11554
7581,L11555
7583,L11556
7585,L11557
7586,L11558
7588,L11559
7591,L11560
7592,L11561
7594,L11562
7596,L11563
7598,L11564
7601,L11565
7602,L11566
7603,L11567
7607,L11568
7608,L11569
7609,L11570
7610,L11571
7611,L11572
7614,L11573
7617,L11574
7618,L11575
7619,L11576
7620,L11577
7621,L11578
7623,L11579
7624,L11580
7625,L11581
7626,L11582
7627,L11583
7629,L11584
7630,L11585
7632,L11586
7635,L11587
7636,L11588
7638,L11589
7641,L11590
7644,L11591
7645,L11592
7647,L11593
7650,L11594
7651,L11595
7654,L11596
7655,L11597
7656,L11598
7657,L11599
7659,L11600
7661,L11601
7665,L11602
7668,L11603
7670,L11604
7673,L11605
7677,L11606
7678,L11607
7680,L11608
7681,L11609
7685,L11610
7686,L11611
7687,L11612
7689,L11613
7690,L11614
7691,L11615
7694,L11616
7697,L11617
7699,L11618
7700,L11619
7702,L11620
7703,L11621
7705,L11622
7706,L11623
7713,L11624
7714,L11625
7715,L11626
7716,L11627
7717,L11628
7718,L11629
7720,L11630
7722,L11631
7723,L11632
7724,L11633
7728,L11634
7729,L11635
7730,L11636
7731,L11637
7732,L11638
7739,L11639
7744,L11640
7745,L11641
7748,L11642
7751,L11643
7754,L11644
7755,L11645
7758,L11646
7764,L11647
7765,L11648
7766,L11649
7769,L11650
7770,L11651
7772,L11652
7774,L11653
7775,L11654
7777,L11655
7779,L11656
7780,L11657
7782,L11658
7783,L11659
7784,L11660
7786,L11661
7787,L11662
7789,L11663
7791,L11664
7793,L11665
7794,L11666
7795,L11667
7796,L11668
7797,L11669
7800,L11670
7802,L11671
7805,L11672
7808,L11673
7815,L11674
7817,L11675
7820,L11676
7821,L11677
7826,L11678
7828,L11679
7829,L11680
7830,L11681
7833,L11682
7837,L11683
7838,L11684
7841,L11685
7842,L11686
7844,L11687
7845,L11688
7846,L11689
7847,L11690
7848,L11691
7850,L11692
7861,L11693
7863,L11694
7868,L11695
7871,L11696
7872,L11697
7873,L11698
7875,L11699
7876,L11700
7880,L11701
7882,L11702
7883,L11703
7884,L11704
7885,L11705
7887,L11706
7888,L11707
7889,L11708
7891,L11709
7893,L11710
7894,L11711
7895,L11712
7898,L11713
7901,L11714
7902,L11715
7903,L11716
7906,L11717
7908,L11718
7909,L11719
7911,L11720
7912,L11721
7915,L11722
7916,L11723
7918,L11724
7919,L11725
7920,L11726
7922,L11727
7923,L11728
7926,L11729
7928,L11730
7929,L11731
7930,L11732
7933,L11733
7935,L11734
7936,L11735
7938,L11736
7939,L11737
7940,L11738
7941,L11739
7942,L11740
7947,L11741
7948,L11742
7949,L11743
7950,L11744
7951,L11745
7952,L11746
7953,L11747
7955,L11748
7956,L11749
7958,L11750
7960,L11751
7961,L11752
7962,L11753
7964,L11754
7965,L11755
7968,L11756
7969,L11757
7972,L11758
7973,L11759
7977,L11760
7980,L11761
7982,L11762
7983,L11763
7984,L11764
7985,L11765
7987,L11766
7988,L11767
7995,L11768
7996,L11769
8001,L11770
8003,L11771
8006,L11772
8007,L11773
8010,L11774
8011,L11775
8013,L11776
8014,L11777
8016,L11778
8020,L11779
8022,L11780
8024,L11781
8028,L11782
8029,L11783
8031,L11784
8034,L11785
8036,L11786
8038,L11787
8039,L11788
8041,L11789
8044,L11790
8045,L11791
8047,L11792
8051,L11793
8052,L11794
8053,L11795
8057,L11796
8059,L11797
8065,L11798
8069,L11799
8071,L11800
8072,L11801
8073,L11802
8074,L11803
8076,L11804
8078,L11805
8082,L11806
8087,L11807
8095,L11808
8100,L11809
8104,L11810
8109,L11811
8112,L11812
8119,L11813
8123,L11814
8124,L11815
8125,L11816
8126,L11817
8127,L11818
8129,L11819
8133,L11820
8135,L11821
8136,L11822
8140,L11823
8142,L11824
8143,L11825
8146,L11826
8147,L11827
8149,L11828
8150,L11829
8159,L11830
8160,L11831
8161,L11832
8164,L11833
8165,L11834
8166,L11835
8167,L11836
8168,L11837
8170,L11838
8171,L11839
8172,L11840
8173,L11841
8176,L11842
8180,L11843
8184,L11844
8185,L11845
8187,L11846
8189,L11847
8190,L11848
8194,L11849
8195,L11850
8196,L11851
8197,L11852
8198,L11853
8199,L11854
8201,L11855
8202,L11856
8205,L11857
8207,L11858
8209,L11859
8210,L11860
8211,L11861
8212,L11862
8215,L11863
8216,L11864
8217,L11865
8218,L11866
8222,L11867
8224,L11868
8225,L11869
8228,L11870
8229,L11871
8230,L11872
8231,L11873
8232,L11874
8234,L11875
8235,L11876
8237,L11877
8238,L11878
8240,L11879
8244,L11880
8248,L11881
8249,L11882
8250,L11883
8253,L11884
8254,L11885
8260,L11886
8271,L11887
8272,L11888
8274,L11889
8275,L11890
8277,L11891
8282,L11892
8283,L11893
8284,L11894
8286,L11895
8287,L11896
8288,L11897
8289,L11898
8291,L11899
8294,L11900
8300,L11901
8303,L11902
8304,L11903
8305,L11904
8308,L11905
8310,L11906
8311,L11907
8316,L11908
8318,L11909
8320,L11910
8321,L11911
8323,L11912
8328,L11913
8332,L11914
8333,L11915
8335,L11916
8336,L11917
8337,L11918
8338,L11919
8341,L11920
8342,L11921
8343,L11922
8344,L11923
8345,L11924
8347,L11925
8350,L11926
8351,L11927
8352,L11928
8353,L11929
8355,L11930
8356,L11931
8368,L11932
8369,L11933
8374,L11934
8376,L11935
8377,L11936
8378,L11937
8379,L11938
8381,L11939
8383,L11940
8384,L11941
8388,L11942
8390,L11943
8395,L11944
8398,L11945
8399,L11946
8401,L11947
8409,L11948
8411,L11949
8417,L11950
8420,L11951
8421,L11952
8426,L11953
8430,L11954
8432,L11955
8434,L11956
8435,L11957
8441,L11958
8442,L11959
8443,L11960
8447,L11961
8448,L11962
8449,L11963
8450,L11964
8453,L11965
8454,L11966
8455,L11967
8458,L11968
8459,L11969
8460,L11970
8462,L11971
8463,L11972
8464,L11973
8466,L11974
8467,L11975
8468,L11976
8469,L11977
8470,L11978
8473,L11979
8478,L11980
8479,L11981
8480,L11982
8485,L11983
8488,L11984
8491,L11985
8495,L11986
8497,L11987
8499,L11988
8501,L11989
8502,L11990
8504,L11991
8505,L11992
8508,L11993
8509,L11994
8511,L11995
8512,L11996
8515,L11997
8516,L11998
8518,L11999
8519,L12000
8520,L12001
8521,L12002
8524,L12003
8525,L12004
8528,L12005
8529,L12006
8530,L12007
8531,L12008
8809,L12009
9050,L12010
9249,L12011
9298,L12012
9311,L12013
9319,L12014
9389,L12015
9442,L12016
9777,L12017
9796,L12018
9971,L12019
10239,L12020
10242,L12021
10331,L12022
10423,L12023
10518,L12024
10531,L12025
10725,L12026
10791,L12027
10902,L12028
11041,L12029
11148,L12030
11264,L12031
11307,L12032
11530,L12033
11570,L12034
11685,L12035
11889,L12036
12037,L12037
12282,L12038
12291,L12039
12369,L12040
12791,L12041
13270,L12042
13290,L12043
13337,L12044
13493,L12045
14335,L12046
14338,L12047
14516,L12048
14606,L12049
14618,L12050
14849,L12051
15091,L12052
15414,L12053
15496,L12054
15616,L12055
15635,L12056
15825,L12057
15885,L12058
16120,L12059
16364,L12060
16365,L12061
16368,L12062
16405,L12063
16410,L12064
16523,L12065
16779,L12066
16815,L12067
16827,L12068
16850,L12069
17379,L12070
17394,L12071
17681,L12072
17871,L12073
17878,L12074
18023,L12075
18232,L12076
18242,L12077
18340,L12078
18348,L12079
18421,L12080
18426,L12081
18430,L12082
18458,L12083
18461,L12084
18468,L12085
18558,L12086
18762,L12087
18968,L12088
18995,L12089
19071,L12090
19511,L12091
19834,L12092
19836,L12093
20565,L12094
20641,L12095
20702,L12096
20776,L12097
20870,L12098
21060,L12099
21116,L12100
21595,L12101
21711,L12102
21712,L12103
21715,L12104
21721,L12105
21864,L12106
21950,L12107
22784,L12108
23015,L12109
23069,L12110
23075,L12111
23185,L12112
23201,L12113
23212,L12114
23337,L12115
23347,L12116
23773,L12117
23837,L12118
23966,L12119
24028,L12120
24159,L12121
24367,L12122
24871,L12123
24926,L12124
25331,L12125
25348,L12126
25360,L12127
25361,L12128
25669,L12129
25930,L12130
25937,L12131
25980,L12132
25998,L12133
26412,L12134
26718,L12135
26919,L12136
26953,L12137
26969,L12138
27014,L12139
27054,L12140
27085,L12141
27265,L12142
27272,L12143
27475,L12144
27710,L12145
27741,L12146
27920,L12147
28018,L12148
28157,L12149
28433,L12150
28665,L12151
28769,L12152
28894,L12153
29274,L12154
30021,L12155
30024,L12156
30053,L12157
30070,L12158
30090,L12159
30101,L12160
30339,L12161
30341,L12162
30353,L12163
30496,L12164
30505,L12165
30807,L12166
30871,L12167
30890,L12168
31086,L12169
31102,L12170
31111,L12171
31169,L12172
31315,L12173
31567,L12174
32195,L12175
32443,L12176
32446,L12177
32449,L12178
32470,L12179
32587,L12180
32592,L12181
32617,L12182
32638,L12183
32733,L12184
33147,L12185
33441,L12186
33602,L12187
33613,L12188
33660,L12189
33907,L12190
33921,L12191
33983,L12192
34487,L12193
34663,L12194
34749,L12195
34956,L12196
35115,L12197
35220,L12198
35414,L12199
35439,L12200
35528,L12201
35541,L12202
35686,L12203
35725,L12204
35744,L12205
35800,L12206
35808,L12207
36009,L12208
36032,L12209
36205,L12210
36291,L12211
36352,L12212
36810,L12213
36870,L12214
37104,L12215
37109,L12216
37120,L12217
37142,L12218
37143,L12219
37377,L12220
37659,L12221
37669,L12222
37680,L12223
37886,L12224
38396,L12225
38400,L12226
38413,L12227
38427,L12228
38456,L12229
38457,L12230
38498,L12231
38513,L12232
38700,L12233
38846,L12234
38918,L12235
39261,L12236
39487,L12237
39489,L12238
39501,L12239
39765,L12240
39916,L12241
40062,L12242
40534,L12243
40554,L12244
40560,L12245
40610,L12246
40741,L12247
41043,L12248
41123,L12249
41408,L12250
41647,L12251
41653,L12252
41684,L12253
41768,L12254
42145,L12255
42204,L12256
42221,L12257
42671,L12258
42729,L12259
42761,L12260
42790,L12261
42799,L12262
42833,L12263
43170,L12264
43193,L12265
43235,L12266
43531,L12267
43653,L12268
43704,L12269
43705,L12270
43767,L12271
44028,L12272
44522,L12273
44536,L12274
44560,L12275
45225,L12276
45270,L12277
45308,L12278
45695,L12279
45837,L12280
46053,L12281
46081,L12282
46100,L12283
46102,L12284
46230,L12285
46268,L12286
46577,L12287
46782,L12288
46802,L12289
46877,L12290
47021,L12291
47359,L12292
47857,L12293
47907,L12294
48016,L12295
48175,L12296
48365,L12297
48369,L12298
48621,L12299
48646,L12300
48885,L12301
49408,L12302
49699,L12303
49820,L12304
49938,L12305
49952,L12306
50236,L12307
50409,L12308
50418,L12309
50430,L12310
50442,L12311
50464,L12312
50580,L12313
50757,L12314
51269,L12315
51513,L12316
52056,L12317
52069,L12318
52107,L12319
52157,L12320
52211,L12321
52908,L12322
53060,L12323
53405,L12324
53440,L12325
53565,L12326
53627,L12327
54074,L12328
54139,L12329
54148,L12330
54198,L12331
54219,L12332
54240,L12333
54251,L12334
54261,L12335
54335,L12336
54340,L12337
54459,L12338
54960,L12339
55117,L12340
55118,L12341
55346,L12342
55522,L12343
55528,L12344
55532,L12345
55599,L12346
55886,L12347
55910,L12348
55927,L12349
55936,L12350
56146,L12351
56155,L12352
56427,L12353
56600,L12354
56805,L12355
57190,L12356
57194,L12357
57242,L12358
57259,L12359
57276,L12360
57306,L12361
57328,L12362
57681,L12363
57685,L12364
57689,L12365
57998,L12366
58281,L12367
58495,L12368
58519,L12369
58648,L12370
58703,L12371
58764,L12372
58773,L12373
59014,L12374
59049,L12375
59193,L12376
59304,L12377
59342,L12378
59349,L12379
59370,L12380
59590,L12381
59717,L12382
59728,L12383
59748,L12384
59904,L12385
60011,L12386
60226,L12387
60266,L12388
60697,L12389
60737,L12390
60740,L12391
60759,L12392
61198,L12393
61199,L12394
61358,L12395
61388,L12396
61579,L12397
61751,L12398
62330,L12399
62344,L12400
62381,L12401
62425,L12402
62629,L12403
62796,L12404
63164,L12405
63474,L12406
63692,L12407
63894,L12408
63895,L12409
63912,L12410
64437,L12411
64457,L12412
64551,L12413
64592,L12414
64781,L12415
64791,L12416
65280,L12417
65421,L12418
65482,L12419
65497,L12420
65570,L12421
65694,L12422
65745,L12423
65802,L12424
65941,L12425
65943,L12426
65963,L12427
66391,L12428
66406,L12429
66421,L12430
66535,L12431
66976,L12432
67271,L12433
67557,L12434
67615,L12435
67715,L12436
67777,L12437
67847,L12438
68013,L12439
68331,L12440
68704,L12441
68823,L12442
68958,L12443
69015,L12444
69020,L12445
69333,L12446
69345,L12447
69489,L12448
69532,L12449
69534,L12450
69878,L12451
69882,L12452
69891,L12453
70351,L12454
70578,L12455
70584,L12456
70604,L12457
70643,L12458
70715,L12459
70739,L12460
70855,L12461
70859,L12462
71277,L12463
71584,L12464
71592,L12465
71790,L12466
72025,L12467
72123,L12468
72519,L12469
72614,L12470
72881,L12471
73407,L12472
73633,L12473
73671,L12474
74452,L12475
74462,L12476
74713,L12477
74719,L12478
74850,L12479
74896,L12480
75009,L12481
75010,L12482
75026,L12483
75223,L12484
75275,L12485
75549,L12486
75592,L12487
75694,L12488
75792,L12489
75969,L12490
76061,L12491
76073,L12492
76078,L12493
76191,L12494
76212,L12495
76244,L12496
76283,L12497
76714,L12498
76798,L12499
77118,L12500
77121,L12501
77280,L12502
77311,L12503
77315,L12504
77393,L12505
77649,L12506
77787,L12507
77861,L12508
77874,L12509
77877,L12510
77924,L12511
78062,L12512
78099,L12513
78395,L12514
78407,L12515
78420,L12516
78421,L12517
78762,L12518
79019,L12519
79021,L12520
79022,L12521
79164,L12522
79249,L12523
79250,L12524
79412,L12525
79419,L12526
79488,L12527
79503,L12528
79633,L12529
79979,L12530
79981,L12531
79983,L12532
79999,L12533
80124,L12534
80300,L12535
80301,L12536
80553,L12537
80564,L12538
80752,L12539
81032,L12540
81143,L12541
81320,L12542
81452,L12543
81556,L12544
81816,L12545
81868,L12546
82074,L12547
82081,L12548
82349,L12549
82387,L12550
82517,L12551
82556,L12552
83055,L12553
83115,L12554
83193,L12555
83339,L12556
83464,L12557
83670,L12558
83992,L12559
84137,L12560
84234,L12561
84250,L12562
84402,L12563
84422,L12564
85117,L12565
85231,L12566
85683,L12567
85792,L12568
86303,L12569
86349,L12570
86564,L12571
86748,L12572
87117,L12573
87317,L12574
87650,L12575
88149,L12576
88299,L12577
88340,L12578
88483,L12579
88487,L12580
88720,L12581
88845,L12582
88857,L12583
88890,L12584
88965,L12585
89067,L12586
89200,L12587
89314,L12588
89507,L12589
89675,L12590
89756,L12591
90264,L12592
90467,L12593
90475,L12594
90761,L12595
90878,L12596
91280,L12597
91454,L12598
91505,L12599
91663,L12600
91948,L12601
92485,L12602
92523,L12603
92525,L12604
92561,L12605
92707,L12606
92796,L12607
92799,L12608
92839,L12609
93011,L12610
93068,L12611
93197,L12612
93443,L12613
93620,L12614
93806,L12615
93854,L12616
93981,L12617
94023,L12618
94028,L12619
94052,L12620
94053,L12621
95588,L12622
95650,L12623
95774,L12624
95784,L12625
96015,L12626
96040,L12627
96055,L12628
96361,L12629
96514,L12630
96612,L12631
96686,L12632
96694,L12633
96874,L12634
96888,L12635
96892,L12636
97060,L12637
97066,L12638
97075,L12639
97399,L12640
97593,L12641
97651,L12642
97708,L12643
97872,L12644
97891,L12645
97934,L12646
97956,L12647
98082,L12648
98150,L12649
98668,L12650
99143,L12651
99169,L12652
99638,L12653
99816,L12654
100139,L12655
100651,L12656
100675,L12657
100718,L12658
100953,L12659
100964,L12660
101243,L12661
101661,L12662
101682,L12663
101699,L12664
101772,L12665
101782,L12666
101893,L12667
102115,L12668
102295,L12669
102510,L12670
102711,L12671
102889,L12672
102952,L12673
103166,L12674
103240,L12675
103462,L12676
103496,L12677
103647,L12678
103722,L12679
103733,L12680
103751,L12681
103754,L12682
103918,L12683
104043,L12684
104174,L12685
104561,L12686
104672,L12687
104831,L12688
105013,L12689
105263,L12690
105615,L12691
105650,L12692
105870,L12693
106030,L12694
106038,L12695
106137,L12696
106339,L12697
106749,L12698
106783,L12699
106834,L12700
106853,L12701
106857,L12702
106907,L12703
106946,L12704
107336,L12705
107503,L12706
107627,L12707
107648,L12708
107810,L12709
107839,L12710
107850,L12711
108016,L12712
108136,L12713
108313,L12714
108320,L12715
108793,L12716
108911,L12717
109230,L12718
109899,L12719
109925,L12720
110179,L12721
110200,L12722
110206,L12723
110213,L12724
110361,L12725
110424,L12726
110441,L12727
110940,L12728
110982,L12729
111074,L12730
111396,L12731
111447,L12732
111991,L12733
112334,L12734
112336,L12735
112498,L12736
112538,L12737
112543,L12738
112799,L12739
113045,L12740
113136,L12741
113296,L12742
113417,L12743
113702,L12744
113778,L12745
113819,L12746
113994,L12747
114040,L12748
114283,L12749
114449,L12750
