uniqueID,LakeVolume,SurfaceArea.units,SurfaceArea.value,Depth.mean,Depth.max,Secchi,pH,LakeName,LakeCountry
V100000446,,km2,2264.61,,,,,Lake-Edward,Netherlands
V100000447,,km2,2090.09,,,,,Lake-Kakhovskoye,Netherlands
V100000448,,km2,480.05,,,,,Lake-Pyramid,New_Zealand
V100000449,,km2,897.52,,,,,Lake-Iri,Nicaragua
V100000450,,km2,180.82,,,,,Lake-Evoron,Nigeria
V100000451,,km2,4106.63,,,,,Lake-Khanka,Papua_New_Guinea
V100000452,,km2,3910.2,,,,,Lake-Guri,Philippines
V100000453,,km2,550.01,,,,,Lake-Point,Poland
V100000454,,km2,584.39,,,,,Lake-knek,Romania
V100000455,,km2,499.7,,,,,Lake-Artillery,Russia
V100000456,,km2,611.99,,,,,Lake-Buyr,Russia
V100000457,,km2,573.09,,,,,Lake-Geneva,Russia
V100000458,,km2,476.08,,,,,Lake-Gras,Russia
V100000459,,km2,7.7,,,,,Lake-Greifensee,Russia
V100000460,,km2,854.24,,,,,Lake-Mackay,Russia
V100000461,,km2,1796.88,,,,,Lake-Mistassini,Russia
V100000462,,km2,187.07,,,,,Lake-Mono,Russia
V100000463,,km2,354.74,,,,,Lake-Ohrid,Russia
V100000464,,km2,4356.81,,,,,Lake-Qinghai,Russia
V100000465,,km2,5961.86,,,,,Lake-Rukwa,Russia
V100000466,,km2,3883.07,,,,,Lake-Sarykamyshskoye,Russia
V100000467,,km2,462.8,,,,,Lake-Selwyn,Russia
V100000468,,km2,498.39,,,,,Lake-Tahoe,Russia
V100000469,,km2,359.7,,,,,Lake-Garda,Rwanda
V100000470,,km2,293.81,,,,,Lake-Pangong,South_Africa
V100000471,,km2,164.07,,,,,Lake-Acigol,Surime
V100000472,,km2,1065.37,,,,,Lake-Brokopondo,Suriname
V100000473,,km2,828.56,,,,,Lake-Dongting,Sweden
V100000474,,km2,1390.99,,,,,Lake-Hyargas,Sweden
V100000475,,km2,648.87,,,,,Lake-Playgreen,Sweden
V100000476,,km2,423.93,,,,,Lake-Snowbird,Sweden
V100000477,,km2,182.47,,,,,Lake-Songkhla,Sweden
V100000478,,km2,1220.03,,,,,Lake-Aberdeen,Switzerland
V100000479,,km2,168.97,,,,,Lake-Cross,Switzerland
V100000480,,km2,738.45,,,,,Lake-Hottah,Switzerland
V100000481,,km2,2842.6,,,,,Lake-Kyoga,Switzerland
V100000482,,km2,852.67,,,,,Lake-Oulujarvi,Switzerland
V100000483,,km2,1482.7,,,,,Lake-Tengiz,Switzerland
V100000484,,km2,1005.8,,,,,Lake-Terim,Switzerland
V100000485,,km2,683.65,,,,,Lake-Caratasca,Tanzania
V100000486,,km2,664.01,,,,,Lake-Izabal,Tanzania
V100000487,,km2,152.54,,,,,Lake-Kus,Tanzania
V100000488,,km2,552.67,,,,,Lake-Manyara,Tanzania
V100000489,,km2,852.81,,,,,Lake-Natron,Tanzania
V100000490,,km2,210.85,,,,,Lake-Neuchatel,Tanzania
V100000491,,km2,432.29,,,,,Lake-Hjalmaren,Thailand
V100000492,,km2,403.72,,,,,Lake-Payne,Thailand
V100000493,,km2,779.8,,,,,Lake-Pielinen,Thailand
V100000494,,km2,5578.64,,,,,Lake-Albert,Turkey
V100000495,,km2,972.65,,,,,Lake-Bosten,Turkey
V100000496,,km2,858.5,,,,,Lake-Seletyteniz,Turkey
V100000497,,km2,318.4,,,,,Lake-Sikharin,Turkey
V100000498,,km2,4327.92,,,,,Lake-Nipigon,Turkmenistan
V100000499,,km2,113.67,,,,,Lake-Bolse,Uganda
V100000500,,km2,720.62,,,,,Lake-Gods,Uganda
V100000501,,km2,1221.67,,,,,Lake-Eyasi,Ukraine
V100000502,,km2,458.72,,,,,Lake-Egirdir,USA
V100000503,,km2,2619.97,,,,,Lake-Iliam,USA
V100000504,,km2,1241.65,,,,,Lake-Kasba,USA
V100000505,,km2,487.78,,,,,Lake-Kossou,USA
V100000506,,km2,110.23,,,,,Lake-Lucerne,USA
V100000507,,km2,2011.15,,,,,Lake-m,USA
V100000508,,km2,135.69,,,,,Lake-Neusiedl,USA
V100000509,,km2,670.99,,,,,Lake-Ngoring,USA
V100000510,,km2,1366.43,,,,,Lake-Okeechobee,USA
V100000511,,km2,300.05,,,,,Lake-Pomo,USA
V100000512,,km2,1129.06,,,,,Lake-Red,USA
V100000513,,km2,2346.31,,,,,Lake-Tai,USA
V100000514,,km2,228.48,,,,,Lake-Cuitzeo,Venezuela
V100000515,,km2,370.06,,,,,Lake-Frobisher,Zambia
V100000516,,km2,908.84,,,,,Lake-Teshekpuk,
V100000517,,km2,1750.98,,,,,Lake-Thertar,
V100000518,,km2,45.69,,,,,Lake-Thun,
V100000519,,km2,1142.95,,,,,Lake-Toba,
V100000520,,km2,904.37,,,,,Lake-Topozero,
V100000521,,km2,568.03,,,,,Lake-Towuti,
V100000522,,km2,119.84,,,,,Lake-Trasimeno,
V100000523,,km2,483.77,,,,,Lake-Trout,
V100000524,,km2,17.8,,,,,Lake-Tsimampetsotsa,
V100000525,,km2,2309.49,,,,,Lake-Tsimlyanskoye,
V100000526,,km2,2239.62,,,,,Lake-Tucurui,
V100000527,,km2,650.66,,,,,Lake-Tulemalu,
V100000528,,km2,770.6,,,,,Lake-Tumba,
V100000529,,km2,1756.76,,,,,Lake-Tuz,
V100000530,,km2,424.29,,,,,Lake-Ubinskoye,
V100000531,,km2,852.8,,,,,Lake-Ulungur,
V100000532,,km2,698.96,,,,,Lake-Upemba,
V100000533,,km2,5261.75,,,,,Lake-Urmia,
V100000534,,km2,3621.52,,,,,Lake-Uvs,
V100000535,,km2,3598.77,,,,,Lake-Van,
V100000536,,km2,5349.31,,,,,Lake-Vanern,
V100000537,,km2,1872.5,,,,,Lake-Vattern,
V100000538,,km2,67840.04,,,,,Lake-Victoria,
V100000539,,km2,1247.24,,,,,Lake-Viedma,
V100000540,,km2,6261.25,,,,,Lake-Volta,
V100000541,,km2,1085.22,,,,,Lake-Vygozero,
V100000542,,km2,523.66,,,,,Lake-Winnebago,
V100000543,,km2,2028.01,,,,,Lake-Wollaston,
V100000544,,km2,2422.1,,,,,Lake-Woods,
V100000545,,km2,320.29,,,,,Lake-Xavantes,
V100000546,,km2,620.01,,,,,Lake-Yamdrok,
V100000547,,km2,1273.6,,,,,Lake-Yathkyed,
V100000548,,km2,4325.45,,,,,Lake-Zaysan,
V100000549,,km2,1952.01,,,,,Lake-Ziling,
V100000550,,km2,37.13,,,,,Lake-Zug,
V100000551,,km2,83.43,,,,,Lake-Zurich,
V100000552,,km2,1271.12,,,,,Lake-Claire,Afghanistan
V100000553,,km2,834.56,,,,,Lake-Luang,Albania
V100000554,,km2,4269.47,,,,,Lake-Mirim,Albania
V100000555,,km2,571.3,,,,,Lake-Atlin,Argenti
V100000556,,km2,679.54,,,,,Lake-Ayakkum,Argenti
V100000557,,km2,1329.25,,,,,Lake-Chad,Argenti
V100000558,,km2,581.31,,,,,Lake-Har,Argenti
V100000559,,km2,429.2,,,,,Lake-Storsjon,Argenti
V100000560,,km2,744.89,,,,,Lake-Paijanne,Armenia
V100000561,,km2,2504.53,,,,,Lake-Cedar,Australia
V100000562,,km2,1040.59,,,,,Lake-Chapala,Australia
V100000563,,km2,547.18,,,,,Lake-Bakhtegan,Austria
V100000564,,km2,560.23,,,,,Lake-Labaz,Austria
V100000565,,km2,916.96,,,,,Lake-Contwoyto,Bolivia
V100000566,,km2,570.2,,,,,Lake-Gyaring,Bolivia
V100000567,,km2,1603.98,,,,,Lake-Martre,Bolivia
V100000568,,km2,410.7,,,,,Lake-Aby,Brazil
V100000569,,km2,29.09,,,,,Lake-Brienz,Brazil
V100000570,,km2,59.2,,,,,Lake-Iseo,Brazil
V100000571,,km2,1197.44,,,,,Lake-Kainji,Brazil
V100000572,,km2,1236.03,,,,,Lake-Kapchagayskoyevodo,Brazil
V100000573,,km2,756.15,,,,,Lake-Pyaozero,Brazil
V100000574,,km2,748.55,,,,,Lake-Sasykkol,Brazil
V100000575,,km2,2649.86,,,,,Lake-Tapajos,Brazil
V100000576,,km2,24518.67,,,,,Lake-Aral,Cameroon
V100000577,,km2,2939.46,,,,,Lake-Alakol,Canada
V100000578,,km2,362.53,,,,,Lake-Angostura,Canada
V100000579,,km2,902.91,,,,,Lake-Argyle,Canada
V100000580,,km2,683.11,,,,,Lake-Aylmer,Canada
V100000581,,km2,32056.74,,,,,Lake-Baikal,Canada
V100000582,,km2,578.09,,,,,Lake-Balaton,Canada
V100000583,,km2,532.29,,,,,Lake-Bardawil,Canada
V100000584,,km2,282.24,,,,,Lake-Bear,Canada
V100000585,,km2,1167.05,,,,,Lake-Becharof,Canada
V100000586,,km2,558.02,,,,,Lake-Bienville,Canada
V100000587,,km2,160.21,,,,,Lake-Bisi,Canada
V100000588,,km2,578.2,,,,,Lake-Buffalo,Canada
V100000589,,km2,158.31,,,,,Lake-Burdur,Canada
V100000590,,km2,251.59,,,,,Lake-Burullus,Canada
V100000591,,km2,1230.06,,,,,Lake-Chany,Canada
V100000592,,km2,552.83,,,,,Lake-Churchill,Canada
V100000593,,km2,162.03,,,,,Lake-Corrib,Canada
V100000594,,km2,1203.94,,,,,Lake-Cree,Canada
V100000595,,km2,516.44,,,,,Lake-Deschambault,Canada
V100000596,,km2,628.9,,,,,Lake-Dore,Canada
V100000597,,km2,590.07,,,,,Lake-Ebi,Canada
V100000598,,km2,8048.29,,,,,Lake-Eyre,Canada
V100000599,,km2,538.66,,,,,Lake-Ferguson,Canada
V100000600,,km2,217.22,,,,,Lake-Fuxian,Canada
V100000601,,km2,2120.17,,,,,Lake-Hulun,Canada
V100000602,,km2,453.24,,,,,Lake-Island,Canada
V100000603,,km2,6223.73,,,,,Lake-Issykkul,Canada
V100000604,,km2,593.27,,,,,Lake-Kamilukuak,Canada
V100000605,,km2,440.51,,,,,Lake-Kaminuriak,Canada
V100000606,,km2,5289.82,,,,,Lake-Kariba,Canada
V100000607,,km2,179.14,,,,,Lake-Llancanelo,Canada
V100000608,,km2,207.83,,,,,Lake-Maggiore,Canada
V100000609,,km2,16.63,,,,,Lake-Mandinga,Canada
V100000610,,km2,5083.87,,,,,Lake-Mweru,Canada
V100000611,,km2,375.57,,,,,Lake-Neagh,Canada
V100000612,,km2,510.69,,,,,Lake-Ngangla,Canada
V100000613,,km2,7935.69,,,,,Lake-Nicaragua,Canada
V100000614,,km2,19010.8,,,,,Lake-Ontario,Canada
V100000615,,km2,90.35,,,,,Lake-Patzcuaro,Canada
V100000616,,km2,3498.41,,,,,Lake-Peipus,Canada
V100000617,,km2,369.53,,,,,Lake-Poso,Canada
V100000618,,km2,701.87,,,,,Lake-Pyasino,Canada
V100000619,,km2,508.4,,,,,Lake-Rainy,Canada
V100000620,,km2,977.04,,,,,Lake-Salton,Canada
V100000621,,km2,394.23,,,,,Lake-Scutari,Canada
V100000622,,km2,5452.97,,,,,Lake-sser,Canada
V100000623,,km2,980.4,,,,,Lake-Takiyuak,Canada
V100000624,,km2,846.87,,,,,Lake-Tangra,Canada
V100000625,,km2,614.43,,,,,Lake-Taupo,Canada
V100000626,,km2,970.11,,,,,Lake-Champlain,Chad
V100000627,,km2,315.82,,,,,Lake-Abe,Chi
V100000628,,km2,2885.77,,,,,Lake-Amadjuak,Chi
V100000629,,km2,108.44,,,,,Lake-Ashuanipi,Chi
V100000630,,km2,630.37,,,,,Lake-Beysehir,Chi
V100000631,,km2,670.31,,,,,Lake-Biwa,Chi
V100000632,,km2,796.03,,,,,Lake-Chao,Chi
V100000633,,km2,6253.63,,,,,Lake-Chiquita,Chi
V100000634,,km2,511.48,,,,,Lake-Dauphin,Chi
V100000635,,km2,3415.13,,,,,Lake-Dubawnt,Chi
V100000636,,km2,446.27,,,,,Lake-Gandhi,Chi
V100000637,,km2,332.96,,,,,Lake-Ginebra,Chi
V100000638,,km2,2516.64,,,,,Lake-Kremenshugskoye,Chi
V100000639,,km2,17271.1,,,,,Lake-Ladoga,Chi
V100000640,,km2,356.82,,,,,Lake-Lao,Chi
V100000641,,km2,300.32,,,,,Lake-Malheur,Chi
V100000642,,km2,709.81,,,,,Lake-Markermeer,Chi
V100000643,,km2,465.77,,,,,Lake-Minto,Chi
V100000644,,km2,575.16,,,,,Lake-Murray,Chi
V100000645,,km2,777.13,,,,,Lake-Poopo,Chi
V100000646,,km2,263.4,,,,,Lake-Prespa,Chi
V100000647,,km2,517.63,,,,,Lake-Razelm,Chi
V100000648,,km2,14.04,,,,,Lake-Sempach,Chi
V100000649,,km2,556.24,,,,,Lake-Tathli,Chi
V100000650,,km2,447.87,,,,,Lake-Tebesjuak,Chi
V100000651,,km2,1190.55,,,,,Lake-Beloye,Chile
V100000652,,km2,302.65,,,,,Lake-Hazen,Chile
V100000653,,km2,560.73,,,,,Lake-Brisas,Dominican_Republic
V100000654,,km2,2782.03,,,,,Lake-Khovsgol,DRC
V100000655,,km2,774.56,,,,,Lake-Segozero,DRC
V100000656,,km2,1259.61,,,,,Lake-Sevan,DRC
V100000657,,km2,721.78,,,,,Lake-Alexandri,Egypt
V100000658,,km2,693.29,,,,,Lake-Kulundinskoye,Egypt
V100000659,,km2,768.28,,,,,Lake-Mangueira,Estonia
V100000660,,km2,1100.55,,,,,Lake-Abaya,Ethiopia
V100000661,,km2,1386.1,,,,,Lake-Argentino,Ethiopia
V100000662,,km2,644.72,,,,,Lake-Assad,Ethiopia
V100000663,,km2,314.92,,,,,Lake-Chamo,Ethiopia
V100000664,,km2,2415.2,,,,,Lake-Poyang,Ethiopia
V100000665,,km2,1047.15,,,,,Lake-Selawik,Ethiopia
V100000666,,km2,3085.59,,,,,Lake-Ta,Ethiopia
V100000667,,km2,317.82,,,,,Lake-Emborcacao,Finland
V100000668,,km2,848.08,,,,,Lake-Malaren,Finland
V100000669,,km2,29816.65,,,,,Lake-Malawi,Finland
V100000670,,km2,4559.22,,,,,Lake-Manitoba,Finland
V100000671,,km2,140.78,,,,,Lake-Como,France
V100000672,,km2,7621.08,,,,,Lake-Athabasca,Germany
V100000673,,km2,169.12,,,,,Lake-Kasumigaura,Germany
V100000674,,km2,126.59,,,,,Lake-Piso,Germany
V100000675,,km2,881.21,,,,,Lake-Szczcecin,Gha
V100000676,,km2,426.37,,,,,Lake-Evans,Guatemala
V100000677,,km2,348.38,,,,,Lake-Angikuni,Honduras
V100000678,,km2,73.7,,,,,Lake-Chiemsee,India
V100000679,,km2,298.88,,,,,Lake-Dianchi,India
V100000680,,km2,241.98,,,,,Lake-Kamik,Indonesia
V100000681,,km2,162.05,,,,,Lake-Matano,Indonesia
V100000682,,km2,1281.57,,,,,Lake-Ronge,Indonesia
V100000683,,km2,1219.15,,,,,Lake-Sakakawea,Indonesia
V100000684,,km2,60.96,,,,,Lake-Sibayi,Iran
V100000685,,km2,5255.76,,,,,Lake-Reindeer,Iraq
V100000686,,km2,16863.47,,,,,Lake-Balkhash,Ireland
V100000687,,km2,491.93,,,,,Lake-Kyaring,Ireland
V100000688,,km2,133.73,,,,,Lake-Beaverhill,Israel
V100000689,,km2,1638.42,,,,,Lake-Baker,Italy
V100000690,,km2,772.61,,,,,Lake-Chocon,Italy
V100000691,,km2,58368.05,,,,,Lake-Huron,Italy
V100000692,,km2,317.65,,,,,Lake-Sakami,Italy
V100000693,,km2,326.9,,,,,Lake-Bolon,Ivory_Coast
V100000694,,km2,743.3,,,,,Lake-Garry,Ivory_Coast
V100000695,,km2,4077.76,,,,,Lake-Gairdner,Japan
V100000696,,km2,189.5,,,,,Lake-Fitri,Kazakhstan
V100000697,,km2,939.19,,,,,Lake-Nueltin,Kazakhstan
V100000698,,km2,9450.78,,,,,Lake-Onega,Kazakhstan
V100000699,,km2,1339.88,,,,,Lake-Razazza,Kazakhstan
V100000700,,km2,4671.55,,,,,Lake-Taymyr,Kazakhstan
V100000701,,km2,133.7,,,,,Lake-Baringo,Kenya
V100000702,,km2,661.35,,,,,Lake-Hirakud,Kenya
V100000703,,km2,129.08,,,,,Lake-ivasha,Kenya
V100000704,,km2,2430.31,,,,,Lake-Kivu,Kenya
V100000705,,km2,150.35,,,,,Lake-Logipi,Kenya
V100000706,,km2,54.58,,,,,Lake-Starnberg,Kenya
V100000707,,km2,7562.05,,,,,Lake-Turka,Kenya
V100000708,,km2,285.03,,,,,Lake-Eskimo,Kyrgyzstan
V100000709,,km2,371.96,,,,,Lake-Manouane,Liberia
V100000710,,km2,378.44,,,,,Lake-Sandy,Madagascar
V100000711,,km2,1177.97,,,,,Lake-Ijsselmeer,Malawi
V100000712,,km2,905.67,,,,,Lake-Bay,Mexico
V100000713,,km2,47.6,,,,,Lake-Inle,Mexico
V100000714,,km2,1073.78,,,,,Lake-Magua,Mexico
V100000715,,km2,668.11,,,,,Lake-Dead,Mongolia
V100000716,,km2,494.75,,,,,Lake-Ebrie,Mongolia
V100000717,,km2,730.71,,,,,Lake-Gaoyou,Mongolia
V100000718,,km2,710.55,,,,,Lake-Simcoe,Mongolia
V100000719,,km2,1232.48,,,,,Lake-Oahe,Montenegro
V100000720,,km2,292.03,,,,,Lake-Enriquillo,Myanmar
V100000721,,km2,2264.61,,,,,Lake-Edward,Netherlands
V100000722,,km2,2090.09,,,,,Lake-Kakhovskoye,Netherlands
V100000723,,km2,480.05,,,,,Lake-Pyramid,New_Zealand
V100000724,,km2,897.52,,,,,Lake-Iri,Nicaragua
V100000725,,km2,180.82,,,,,Lake-Evoron,Nigeria
V100000726,,km2,4106.63,,,,,Lake-Khanka,Papua_New_Guinea
V100000727,,km2,3910.2,,,,,Lake-Guri,Philippines
V100000728,,km2,550.01,,,,,Lake-Point,Poland
V100000729,,km2,584.39,,,,,Lake-knek,Romania
V100000730,,km2,499.7,,,,,Lake-Artillery,Russia
V100000731,,km2,611.99,,,,,Lake-Buyr,Russia
V100000732,,km2,573.09,,,,,Lake-Geneva,Russia
V100000733,,km2,476.08,,,,,Lake-Gras,Russia
V100000734,,km2,7.7,,,,,Lake-Muggelsee,USA
V100000735,,km2,854.24,,,,,Lake-Mackay,Russia
V100000736,,km2,1796.88,,,,,Lake-Mistassini,Russia
V100000737,,km2,187.07,,,,,Lake-Mono,Russia
V100000738,,km2,354.74,,,,,Lake-Ohrid,Russia
V100000739,,km2,4356.81,,,,,Lake-Qinghai,Russia
V100000740,,km2,5961.86,,,,,Lake-Rukwa,Russia
V100000741,,km2,3883.07,,,,,Lake-Sarykamyshskoye,Russia
V100000742,,km2,462.8,,,,,Lake-Selwyn,Russia
V100000743,,km2,498.39,,,,,Lake-Tahoe,Russia
V100000744,,km2,359.7,,,,,Lake-Garda,Rwanda
V100000745,,km2,293.81,,,,,Lake-Pangong,South_Africa
V100000746,,km2,164.07,,,,,Lake-Acigol,Surime
V100000747,,km2,1065.37,,,,,Lake-Brokopondo,Suriname
V100000748,,km2,828.56,,,,,Lake-Dongting,Sweden
V100000749,,km2,1390.99,,,,,Lake-Hyargas,Sweden
V100000750,,km2,648.87,,,,,Lake-Playgreen,Sweden
V100000751,,km2,423.93,,,,,Lake-Snowbird,Sweden
V100000752,,km2,182.47,,,,,Lake-Songkhla,Sweden
V100000753,,km2,1220.03,,,,,Lake-Aberdeen,Switzerland
V100000754,,km2,168.97,,,,,Lake-Cross,Switzerland
V100000755,,km2,738.45,,,,,Lake-Hottah,Switzerland
V100000756,,km2,2842.6,,,,,Lake-Kyoga,Switzerland
V100000757,,km2,852.67,,,,,Lake-Oulujarvi,Switzerland
V100000758,,km2,315.27,,,,,Lake-Rogaguado,Switzerland
V100000759,,km2,1482.7,,,,,Lake-Tengiz,Switzerland
V100000760,,km2,1005.8,,,,,Lake-Terim,Switzerland
V100000761,,km2,683.65,,,,,Lake-Caratasca,Tanzania
V100000762,,km2,664.01,,,,,Lake-Izabal,Tanzania
V100000763,,km2,152.54,,,,,Lake-Kus,Tanzania
V100000764,,km2,552.67,,,,,Lake-Manyara,Tanzania
V100000765,,km2,852.81,,,,,Lake-Natron,Tanzania
V100000766,,km2,210.85,,,,,Lake-Neuchatel,Tanzania
V100000767,,km2,432.29,,,,,Lake-Hjalmaren,Thailand
V100000768,,km2,403.72,,,,,Lake-Payne,Thailand
V100000769,,km2,779.8,,,,,Lake-Pielinen,Thailand
V100000770,,km2,5578.64,,,,,Lake-Albert,Turkey
V100000771,,km2,972.65,,,,,Lake-Bosten,Turkey
V100000772,,km2,858.5,,,,,Lake-Seletyteniz,Turkey
V100000773,,km2,318.4,,,,,Lake-Sikharin,Turkey
V100000774,,km2,4327.92,,,,,Lake-Nipigon,Turkmenistan
V100000775,,km2,113.67,,,,,Lake-Bolse,Uganda
V100000776,,km2,720.62,,,,,Lake-Gods,Uganda
V100000777,,km2,1221.67,,,,,Lake-Eyasi,Ukraine
V100000778,,km2,458.72,,,,,Lake-Egirdir,USA
V100000779,,km2,2619.97,,,,,Lake-Iliam,USA
V100000780,,km2,1241.65,,,,,Lake-Kasba,USA
V100000781,,km2,487.78,,,,,Lake-Kossou,USA
V100000782,,km2,110.23,,,,,Lake-Lucerne,USA
V100000783,,km2,2011.15,,,,,Lake-m,USA
V100000784,,km2,135.69,,,,,Lake-Neusiedl,USA
V100000785,,km2,670.99,,,,,Lake-Ngoring,USA
V100000786,,km2,1366.43,,,,,Lake-Okeechobee,USA
V100000787,,km2,300.05,,,,,Lake-Pomo,USA
V100000788,,km2,1129.06,,,,,Lake-Red,USA
V100000789,,km2,2346.31,,,,,Lake-Tai,USA
V100000790,,km2,228.48,,,,,Lake-Cuitzeo,Venezuela
V100000791,,km2,370.06,,,,,Lake-Frobisher,Zambia
V100000792,,km2,908.84,,,,,Lake-Teshekpuk,
V100000793,,km2,1750.98,,,,,Lake-Thertar,
V100000794,,km2,45.69,,,,,Lake-Thun,
V100000795,,km2,1142.95,,,,,Lake-Toba,
V100000796,,km2,904.37,,,,,Lake-Topozero,
V100000797,,km2,568.03,,,,,Lake-Towuti,
V100000798,,km2,119.84,,,,,Lake-Trasimeno,
V100000799,,km2,483.77,,,,,Lake-Trout,
V100000800,,km2,17.8,,,,,Lake-Tsimampetsotsa,
V100000801,,km2,2309.49,,,,,Lake-Tsimlyanskoye,
V100000802,,km2,2239.62,,,,,Lake-Tucurui,
V100000803,,km2,650.66,,,,,Lake-Tulemalu,
V100000804,,km2,770.6,,,,,Lake-Tumba,
V100000805,,km2,1756.76,,,,,Lake-Tuz,
V100000806,,km2,424.29,,,,,Lake-Ubinskoye,
V100000807,,km2,852.8,,,,,Lake-Ulungur,
V100000808,,km2,698.96,,,,,Lake-Upemba,
V100000809,,km2,5261.75,,,,,Lake-Urmia,
V100000810,,km2,3621.52,,,,,Lake-Uvs,
V100000811,,km2,3598.77,,,,,Lake-Van,
V100000812,,km2,5349.31,,,,,Lake-Vanern,
V100000813,,km2,1872.5,,,,,Lake-Vattern,
V100000814,,km2,67840.04,,,,,Lake-Victoria,
V100000815,,km2,1247.24,,,,,Lake-Viedma,
V100000816,,km2,6261.25,,,,,Lake-Volta,
V100000817,,km2,1085.22,,,,,Lake-Vygozero,
V100000818,,km2,523.66,,,,,Lake-Winnebago,
V100000819,,km2,2028.01,,,,,Lake-Wollaston,
V100000820,,km2,2422.1,,,,,Lake-Woods,
V100000821,,km2,320.29,,,,,Lake-Xavantes,
V100000822,,km2,620.01,,,,,Lake-Yamdrok,
V100000823,,km2,1273.6,,,,,Lake-Yathkyed,
V100000824,,km2,4325.45,,,,,Lake-Zaysan,
V100000825,,km2,1952.01,,,,,Lake-Ziling,
V100000826,,km2,37.13,,,,,Lake-Zug,
V100000827,,km2,83.43,,,,,Lake-Zurich,
V100000828,,km2,1271.12,,,,,Lake-Claire,Afghanistan
V100000829,,km2,834.56,,,,,Lake-Luang,Albania
V100000830,,km2,4269.47,,,,,Lake-Mirim,Albania
V100000831,,km2,571.3,,,,,Lake-Atlin,Argenti
V100000832,,km2,679.54,,,,,Lake-Ayakkum,Argenti
V100000833,,km2,1329.25,,,,,Lake-Chad,Argenti
V100000834,,km2,581.31,,,,,Lake-Har,Argenti
V100000835,,km2,429.2,,,,,Lake-Storsjon,Argenti
V100000836,,km2,744.89,,,,,Lake-Paijanne,Armenia
V100000837,,km2,2504.53,,,,,Lake-Cedar,Australia
V100000838,,km2,1040.59,,,,,Lake-Chapala,Australia
V100000839,,km2,547.18,,,,,Lake-Bakhtegan,Austria
V100000840,,km2,560.23,,,,,Lake-Labaz,Austria
V100000841,,km2,916.96,,,,,Lake-Contwoyto,Bolivia
V100000842,,km2,570.2,,,,,Lake-Gyaring,Bolivia
V100000843,,km2,1603.98,,,,,Lake-Martre,Bolivia
V100000844,,km2,410.7,,,,,Lake-Aby,Brazil
V100000845,,km2,29.09,,,,,Lake-Brienz,Brazil
V100000846,,km2,59.2,,,,,Lake-Iseo,Brazil
V100000847,,km2,1197.44,,,,,Lake-Kainji,Brazil
V100000848,,km2,1236.03,,,,,Lake-Kapchagayskoyevodo,Brazil
V100000849,,km2,756.15,,,,,Lake-Pyaozero,Brazil
V100000850,,km2,748.55,,,,,Lake-Sasykkol,Brazil
V100000851,,km2,2649.86,,,,,Lake-Tapajos,Brazil
V100000852,,km2,24518.67,,,,,Lake-Aral,Cameroon
V100000853,,km2,2939.46,,,,,Lake-Alakol,Canada
V100000854,,km2,362.53,,,,,Lake-Angostura,Canada
V100000855,,km2,902.91,,,,,Lake-Argyle,Canada
V100000856,,km2,683.11,,,,,Lake-Aylmer,Canada
V100000857,,km2,32056.74,,,,,Lake-Baikal,Canada
V100000858,,km2,578.09,,,,,Lake-Balaton,Canada
V100000859,,km2,532.29,,,,,Lake-Bardawil,Canada
V100000860,,km2,282.24,,,,,Lake-Bear,Canada
V100000861,,km2,1167.05,,,,,Lake-Becharof,Canada
V100000862,,km2,558.02,,,,,Lake-Bienville,Canada
V100000863,,km2,160.21,,,,,Lake-Bisi,Canada
V100000864,,km2,578.2,,,,,Lake-Buffalo,Canada
V100000865,,km2,158.31,,,,,Lake-Burdur,Canada
V100000866,,km2,251.59,,,,,Lake-Burullus,Canada
V100000867,,km2,1230.06,,,,,Lake-Chany,Canada
V100000868,,km2,552.83,,,,,Lake-Churchill,Canada
V100000869,,km2,162.03,,,,,Lake-Corrib,Canada
V100000870,,km2,1203.94,,,,,Lake-Cree,Canada
V100000871,,km2,516.44,,,,,Lake-Deschambault,Canada
V100000872,,km2,628.9,,,,,Lake-Dore,Canada
V100000873,,km2,590.07,,,,,Lake-Ebi,Canada
V100000874,,km2,8048.29,,,,,Lake-Eyre,Canada
V100000875,,km2,538.66,,,,,Lake-Ferguson,Canada
V100000876,,km2,217.22,,,,,Lake-Fuxian,Canada
V100000877,,km2,2120.17,,,,,Lake-Hulun,Canada
V100000878,,km2,453.24,,,,,Lake-Island,Canada
V100000879,,km2,6223.73,,,,,Lake-Issykkul,Canada
V100000880,,km2,593.27,,,,,Lake-Kamilukuak,Canada
V100000881,,km2,440.51,,,,,Lake-Kaminuriak,Canada
V100000882,,km2,5289.82,,,,,Lake-Kariba,Canada
V100000883,,km2,179.14,,,,,Lake-Llancanelo,Canada
V100000884,,km2,207.83,,,,,Lake-Maggiore,Canada
V100000885,,km2,16.63,,,,,Lake-Mandinga,Canada
V100000886,,km2,5083.87,,,,,Lake-Mweru,Canada
V100000887,,km2,375.57,,,,,Lake-Neagh,Canada
V100000888,,km2,510.69,,,,,Lake-Ngangla,Canada
V100000889,,km2,7935.69,,,,,Lake-Nicaragua,Canada
V100000890,,km2,19010.8,,,,,Lake-Ontario,Canada
V100000891,,km2,90.35,,,,,Lake-Patzcuaro,Canada
V100000892,,km2,3498.41,,,,,Lake-Peipus,Canada
V100000893,,km2,369.53,,,,,Lake-Poso,Canada
V100000894,,km2,701.87,,,,,Lake-Pyasino,Canada
