uniqueID,LakeVolume,SurfaceArea.units,SurfaceArea.value,Depth.mean,Depth.max,Secchi,pH,LakeName,LakeCountry
V100003689,,km2,0.1817,,,,,107,USA
V100003690,,km2,3.9721,,,,,108,USA
V100003691,,km2,3.9721,,,,,108,USA
V100003692,,km2,1.0214,,,,,109,USA
V100003693,,km2,0.1454,,,,,110,USA
V100003694,,km2,1.0169,,,,,111,USA
V100003695,,km2,3.739,,,,,113,USA
V100003696,,km2,0.5495,,,,,114,USA
V100003697,,km2,0.1058,,,,,115,USA
V100003698,,km2,0.0163,,,,,117,USA
V100003699,,km2,0.2815,,,,,118,USA
V100003700,,km2,3.3409,,,,,119,USA
V100003701,,km2,0.638,,,,,102,USA
V100003702,,km2,0.638,,,,,102,USA
V100003703,,km2,0.2434,,,,,103,USA
V100003704,,km2,0.9375,,,,,104,USA
V100003705,,km2,2.5167,,,,,108,USA
V100003706,,km2,0.0192,,,,,110,USA
V100003707,,km2,0.0717,,,,,111,USA
V100003708,,km2,0.0717,,,,,111,USA
V100003709,,km2,0.8357,,,,,112,USA
V100003710,,km2,0.0498,,,,,113,USA
V100003711,,km2,0.1471,,,,,102,USA
V100003712,,km2,1.8388,,,,,103,USA
V100003713,,km2,1.8388,,,,,103,USA
V100003714,,km2,0.0484,,,,,104,USA
V100003715,,km2,0.0558,,,,,105,USA
V100003716,,km2,0.7665,,,,,106,USA
V100003717,,km2,0.0675,,,,,108,USA
V100003718,,km2,0.0831,,,,,112,USA
V100003719,,km2,0.0831,,,,,112,USA
V100003720,,km2,356.1405,,,,,118,USA
V100003721,,km2,0.3497,,,,,127,USA
V100003722,,km2,1254.9742,,,,,101,USA
V100003723,,km2,1254.9742,,,,,101,USA
V100003724,,km2,1.9175,,,,,102,USA
V100003725,,km2,4.2725,,,,,103,USA
V100003726,,km2,0.1843,,,,,104,USA
V100003727,,km2,1.4663,,,,,105,USA
V100003728,,km2,8.572,,,,,106,USA
V100003729,,km2,0.4596,,,,,107,USA
V100003730,,km2,0.5776,,,,,108,USA
V100003731,,km2,0.2087,,,,,109,USA
V100003732,,km2,0.2303,,,,,110,USA
V100003733,,km2,0.2923,,,,,111,USA
V100003734,,km2,0.2077,,,,,114,USA
V100003735,,km2,0.1562,,,,,115,USA
V100003736,,km2,0.1562,,,,,115,USA
V100003737,,km2,0.1519,,,,,119,USA
V100003738,,km2,0.0552,,,,,122,USA
V100003739,,km2,0.0262,,,,,124,USA
V100003740,,km2,0.1427,,,,,126,USA
V100003741,,km2,0.0278,,,,,130,USA
V100003742,,km2,0.2055,,,,,131,USA
V100003743,,km2,0.2223,,,,,132,USA
V100003744,,km2,0.049,,,,,133,USA
V100003745,,km2,0.1042,,,,,134,USA
V100003746,,km2,0.0177,,,,,137,USA
V100003747,,km2,6.9633,,,,,138,USA
V100003748,,km2,0.7694,,,,,140,USA
V100003749,,km2,0.4789,,,,,141,USA
V100003750,,km2,0.221,,,,,143,USA
V100003751,,km2,0.0251,,,,,146,USA
V100003752,,km2,0.3782,,,,,147,USA
V100003753,,km2,0.1766,,,,,150,USA
V100003754,,km2,1.2512,,,,,154,USA
V100003755,,km2,0.2244,,,,,157,USA
V100003756,,km2,1.0978,,,,,158,USA
V100003757,,km2,3.9495,,,,,162,USA
V100003758,,km2,0.0451,,,,,165,USA
V100003759,,km2,0.0426,,,,,166,USA
V100003760,,km2,0.5501,,,,,168,USA
V100003761,,km2,0.0483,,,,,170,USA
V100003762,,km2,0.0463,,,,,172,USA
V100003763,,km2,0.6057,,,,,182,USA
V100003764,,km2,343.0826,,,,,183,USA
V100003765,,km2,4.1221,,,,,189,USA
V100003766,,km2,2.8502,,,,,198,USA
V100003767,,km2,0.0362,,,,,212,USA
V100003768,,km2,0.1242,,,,,101,USA
V100003769,,km2,0.1242,,,,,101,USA
V100003770,,km2,0.3022,,,,,103,USA
V100003771,,km2,31.2157,,,,,104,USA
V100003772,,km2,0.0169,,,,,106,USA
V100003773,,km2,0.3343,,,,,108,USA
V100003774,,km2,0.3343,,,,,108,USA
V100003775,,km2,0.0886,,,,,113,USA
V100003776,,km2,0.0492,,,,,114,USA
V100003777,,km2,0.0492,,,,,114,USA
V100003778,,km2,0.2512,,,,,119,USA
V100003779,,km2,0.2032,,,,,122,USA
V100003780,,km2,0.1384,,,,,101,USA
V100003781,,km2,0.1384,,,,,101,USA
V100003782,,km2,65.5939,,,,,103,USA
V100003783,,km2,0.6303,,,,,104,USA
V100003784,,km2,95.3015,,,,,105,USA
V100003785,,km2,0.0821,,,,,107,USA
V100003786,,km2,0.0536,,,,,109,USA
V100003787,,km2,87.8307,,,,,110,USA
V100003788,,km2,0.5675,,,,,111,USA
V100003789,,km2,0.0621,,,,,112,USA
V100003790,,km2,70.6247,,,,,113,USA
V100003791,,km2,4.2715,,,,,114,USA
V100003792,,km2,0.1387,,,,,116,USA
V100003793,,km2,0.1471,,,,,117,USA
V100003794,,km2,0.1471,,,,,117,USA
V100003795,,km2,0.3774,,,,,118,USA
V100003796,,km2,8.5249,,,,,121,USA
V100003797,,km2,60.509,,,,,124,USA
V100003798,,km2,0.432,,,,,128,USA
V100003799,,km2,3.0265,,,,,129,USA
V100003800,,km2,0.0672,,,,,135,USA
V100003801,,km2,0.1208,,,,,136,USA
V100003802,,km2,4.8144,,,,,137,USA
V100003803,,km2,2.146,,,,,141,USA
V100003804,,km2,0.2073,,,,,144,USA
V100003805,,km2,0.2021,,,,,148,USA
V100003806,,km2,7.0733,,,,,152,USA
V100003807,,km2,0.2166,,,,,157,USA
V100003808,,km2,0.1405,,,,,158,USA
V100003809,,km2,0.2143,,,,,159,USA
V100003810,,km2,0.2461,,,,,160,USA
V100003811,,km2,0.0759,,,,,161,USA
V100003812,,km2,23.867,,,,,165,USA
V100003813,,km2,0.3007,,,,,169,USA
V100003814,,km2,0.273,,,,,170,USA
V100003815,,km2,0.0351,,,,,176,USA
V100003816,,km2,0.2776,,,,,182,USA
V100003817,,km2,0.2129,,,,,187,USA
V100003818,,km2,0.1256,,,,,190,USA
V100003819,,km2,0.1709,,,,,195,USA
V100003820,,km2,0.1483,,,,,196,USA
V100003821,,km2,0.0618,,,,,199,USA
V100003822,,km2,0.0295,,,,,201,USA
V100003823,,km2,0.0547,,,,,202,USA
V100003824,,km2,0.8002,,,,,205,USA
V100003825,,km2,2.0315,,,,,218,USA
V100003826,,km2,0.0208,,,,,232,USA
V100003827,,km2,0.2647,,,,,234,USA
V100003828,,km2,0.0512,,,,,235,USA
V100003829,,km2,1.6952,,,,,101,USA
V100003830,,km2,1.6952,,,,,101,USA
V100003831,,km2,13.3197,,,,,102,USA
V100003832,,km2,0.6982,,,,,103,USA
V100003833,,km2,39.8761,,,,,104,USA
V100003834,,km2,5.3664,,,,,105,USA
V100003835,,km2,1.4432,,,,,108,USA
V100003836,,km2,0.4329,,,,,109,USA
V100003837,,km2,0.1437,,,,,110,USA
V100003838,,km2,0.1437,,,,,110,USA
V100003839,,km2,0.0262,,,,,112,USA
V100003840,,km2,0.0774,,,,,118,USA
V100003841,,km2,0.1121,,,,,122,USA
V100003842,,km2,0.1884,,,,,125,USA
V100003843,,km2,0.0449,,,,,126,USA
V100003844,,km2,0.3574,,,,,128,USA
V100003845,,km2,0.1803,,,,,137,USA
V100003846,,km2,0.9317,,,,,141,USA
V100003847,,km2,0.0241,,,,,147,USA
V100003848,,km2,0.4173,,,,,148,USA
V100003849,,km2,0.0269,,,,,159,USA
V100003850,,km2,0.1035,,,,,160,USA
V100003851,,km2,1.3679,,,,,165,USA
V100003852,,km2,0.0669,,,,,167,USA
V100003853,,km2,0.2478,,,,,169,USA
V100003854,,km2,1.0096,,,,,173,USA
V100003855,,km2,0.0962,,,,,186,USA
V100003856,,km2,0.3145,,,,,196,USA
V100003857,,km2,0.0896,,,,,203,USA
V100003858,,km2,0.0674,,,,,210,USA
V100003859,,km2,10.2372,,,,,218,USA
V100003860,,km2,0.4853,,,,,222,USA
V100003861,,km2,0.3246,,,,,229,USA
V100003862,,km2,0.2786,,,,,260,USA
V100003863,,km2,0.1123,,,,,264,USA
V100003864,,km2,0.1213,,,,,290,USA
V100003865,,km2,0.3507,,,,,294,USA
V100003866,,km2,0.3943,,,,,324,USA
V100003867,,km2,2.6606,,,,,325,USA
V100003868,,km2,0.6939,,,,,343,USA
V100003869,,km2,0.4249,,,,,359,USA
V100003870,,km2,1.5133,,,,,374,USA
V100003871,,km2,32.2073,,,,,392,USA
V100003872,,km2,0.7018,,,,,397,USA
V100003873,,km2,0.1147,,,,,400,USA
V100003874,,km2,0.1182,,,,,409,USA
V100003875,,km2,0.181,,,,,412,USA
V100003876,,km2,0.6069,,,,,424,USA
V100003877,,km2,0.8216,,,,,101,USA
V100003878,,km2,0.8216,,,,,101,USA
V100003879,,km2,0.8335,,,,,102,USA
V100003880,,km2,1073.599,,,,,103,USA
V100003881,,km2,0.4113,,,,,104,USA
V100003882,,km2,0.095,,,,,106,USA
V100003883,,km2,0.109,,,,,109,USA
V100003884,,km2,0.0716,,,,,110,USA
V100003885,,km2,0.1086,,,,,112,USA
V100003886,,km2,0.1086,,,,,112,USA
V100003887,,km2,1.7756,,,,,114,USA
V100003888,,km2,0.0636,,,,,115,USA
V100003889,,km2,0.2884,,,,,101,USA
V100003890,,km2,0.2884,,,,,101,USA
V100003891,,km2,0.3429,,,,,102,USA
V100003892,,km2,0.1011,,,,,103,USA
V100003893,,km2,0.2968,,,,,104,USA
V100003894,,km2,0.1545,,,,,105,USA
V100003895,,km2,0.1843,,,,,106,USA
V100003896,,km2,0.3428,,,,,108,USA
V100003897,,km2,0.0253,,,,,109,USA
V100003898,,km2,0.0253,,,,,109,USA
V100003899,,km2,0.3969,,,,,110,USA
V100003900,,km2,0.0574,,,,,111,USA
V100003901,,km2,0.0402,,,,,112,USA
V100003902,,km2,0.011,,,,,114,USA
V100003903,,km2,0.0196,,,,,116,USA
V100003904,,km2,0.0204,,,,,118,USA
V100003905,,km2,0.4446,,,,,119,USA
V100003906,,km2,0.1476,,,,,121,USA
V100003907,,km2,0.0415,,,,,123,USA
V100003908,,km2,0.5049,,,,,125,USA
V100003909,,km2,0.0375,,,,,126,USA
V100003910,,km2,0.3527,,,,,127,USA
V100003911,,km2,0.1271,,,,,130,USA
V100003912,,km2,0.1762,,,,,101,USA
V100003913,,km2,0.1762,,,,,101,USA
V100003914,,km2,0.1516,,,,,102,USA
V100003915,,km2,4.4149,,,,,103,USA
V100003916,,km2,25.756,,,,,104,USA
V100003917,,km2,0.8403,,,,,106,USA
V100003918,,km2,1.0131,,,,,107,USA
V100003919,,km2,1.2037,,,,,108,USA
V100003920,,km2,0.1031,,,,,109,USA
V100003921,,km2,0.0719,,,,,110,USA
V100003922,,km2,0.7665,,,,,111,USA
V100003923,,km2,0.27,,,,,112,USA
V100003924,,km2,1.094,,,,,114,USA
V100003925,,km2,0.0412,,,,,115,USA
V100003926,,km2,0.5307,,,,,116,USA
V100003927,,km2,0.0643,,,,,118,USA
V100003928,,km2,0.2062,,,,,120,USA
V100003929,,km2,0.2258,,,,,121,USA
V100003930,,km2,0.4809,,,,,124,USA
V100003931,,km2,0.0767,,,,,125,USA
V100003932,,km2,0.1623,,,,,126,USA
V100003933,,km2,0.0159,,,,,129,USA
V100003934,,km2,0.0869,,,,,131,USA
V100003935,,km2,0.264,,,,,133,USA
V100003936,,km2,0.264,,,,,133,USA
V100003937,,km2,0.2397,,,,,138,USA
V100003938,,km2,0.4975,,,,,141,USA
V100003939,,km2,0.0398,,,,,146,USA
V100003940,,km2,0.0242,,,,,147,USA
V100003941,,km2,19.4175,,,,,151,USA
V100003942,,km2,0.0196,,,,,154,USA
V100003943,,km2,0.2415,,,,,157,USA
V100003944,,km2,0.0459,,,,,159,USA
V100003945,,km2,0.6089,,,,,101,USA
V100003946,,km2,0.6089,,,,,101,USA
V100003947,,km2,3.3433,,,,,102,USA
V100003948,,km2,0.0266,,,,,105,USA
V100003949,,km2,15.562,,,,,106,USA
V100003950,,km2,0.052,,,,,111,USA
V100003951,,km2,0.1019,,,,,112,USA
V100003952,,km2,0.1019,,,,,112,USA
V100003953,,km2,0.0379,,,,,113,USA
V100003954,,km2,0.1544,,,,,115,USA
V100003955,,km2,12.9336,,,,,101,USA
V100003956,,km2,12.9336,,,,,101,USA
V100003957,,km2,3.1475,,,,,102,USA
V100003958,,km2,0.2613,,,,,103,USA
V100003959,,km2,4.2217,,,,,104,USA
V100003960,,km2,0.3529,,,,,106,USA
V100003961,,km2,1.8352,,,,,107,USA
V100003962,,km2,5.7756,,,,,108,USA
V100003963,,km2,17.8012,,,,,109,USA
V100003964,,km2,0.0674,,,,,110,USA
V100003965,,km2,0.8349,,,,,111,USA
V100003966,,km2,0.1232,,,,,112,USA
V100003967,,km2,0.1232,,,,,112,USA
V100003968,,km2,0.0748,,,,,113,USA
V100003969,,km2,0.0527,,,,,115,USA
V100003970,,km2,0.0623,,,,,117,USA
V100003971,,km2,0.0441,,,,,120,USA
V100003972,,km2,0.0404,,,,,122,USA
V100003973,,km2,0.0626,,,,,127,USA
V100003974,,km2,0.0172,,,,,128,USA
V100003975,,km2,0.0208,,,,,129,USA
V100003976,,km2,1.1697,,,,,131,USA
V100003977,,km2,0.3552,,,,,132,USA
V100003978,,km2,0.1309,,,,,133,USA
V100003979,,km2,0.1164,,,,,134,USA
V100003980,,km2,0.4401,,,,,135,USA
V100003981,,km2,0.2189,,,,,136,USA
V100003982,,km2,0.1248,,,,,138,USA
V100003983,,km2,0.8974,,,,,140,USA
V100003984,,km2,0.0346,,,,,142,USA
V100003985,,km2,0.0377,,,,,144,USA
V100003986,,km2,0.1023,,,,,147,USA
V100003987,,km2,0.0621,,,,,151,USA
V100003988,,km2,7.1294,,,,,152,USA
V100003989,,km2,0.0176,,,,,153,USA
V100003990,,km2,0.0166,,,,,154,USA
V100003991,,km2,0.3901,,,,,155,USA
V100003992,,km2,0.1483,,,,,157,USA
V100003993,,km2,0.0108,,,,,161,USA
V100003994,,km2,0.5463,,,,,163,USA
V100003995,,km2,0.1115,,,,,166,USA
V100003996,,km2,2.9371,,,,,168,USA
V100003997,,km2,0.2358,,,,,170,USA
V100003998,,km2,0.1465,,,,,171,USA
V100003999,,km2,0.3544,,,,,172,USA
V100004000,,km2,2.4253,,,,,173,USA
V100004001,,km2,0.0546,,,,,174,USA
V100004002,,km2,0.294,,,,,176,USA
V100004003,,km2,2.1375,,,,,179,USA
V100004004,,km2,0.3023,,,,,181,USA
V100004005,,km2,0.4557,,,,,183,USA
V100004006,,km2,0.0941,,,,,188,USA
V100004007,,km2,0.1677,,,,,101,USA
V100004008,,km2,0.1677,,,,,101,USA
V100004009,,km2,52.5391,,,,,102,USA
V100004010,,km2,20.4533,,,,,103,USA
V100004011,,km2,12.5306,,,,,104,USA
V100004012,,km2,8.6821,,,,,105,USA
V100004013,,km2,0.538,,,,,107,USA
V100004014,,km2,0.9093,,,,,115,USA
V100004015,,km2,0.1303,,,,,117,USA
V100004016,,km2,1.8206,,,,,120,USA
V100004017,,km2,108.667,,,,,124,USA
V100004018,,km2,108.667,,,,,124,USA
V100004019,,km2,0.1373,,,,,125,USA
V100004020,,km2,0.2395,,,,,130,USA
V100004021,,km2,0.762,,,,,131,USA
V100004022,,km2,0.3205,,,,,133,USA
V100004023,,km2,0.0176,,,,,135,USA
V100004024,,km2,0.1442,,,,,137,USA
V100004025,,km2,27.6217,,,,,147,USA
V100004026,,km2,1.2801,,,,,151,USA
V100004027,2475766,km2,0.688,3.6,8,3.6,,BEAVERBANK,Canada
V100004028,10383040,km2,1.136,9.1,28,,,CHARLES,Canada
V100004029,4332501,km2,0.809,5.8,23,,,FIRST,Canada
V100004030,2575741,km2,1.052,2.4,11,3.5,,FLETCHER,Canada
V100004031,8757768,km2,1.72,,18,,,KINSAC,Canada
V100004032,2180480,km2,0.681,3.2,6,2.7,,LOON,Canada
V100004033,3874923,km2,1.043,,13,9.9,,MILLER,Canada
V100004034,1787424,km2,0.413,4.3,13,5.1,,POWDER MILL ,Canada
V100004035,303068120,km2,18.41,16.5,45,6.3,,SHUBECADIE GRAND,Canada
V100004036,303068120,km2,18.41,16.5,45,5.7,,SHUBECADIE GRAND (LITTLE),Canada
V100004037,3766163,km2,1.133,3.3,15,4.8,,THOMAS,Canada
V100004038,27025000,km2,3.39,11.5,28,6.6,,WILLIAM,Canada
V100004039,2198890,km2,0.749,2.9,7,5,,LEWIS,Canada
V100004040,38067697,km2,7.886,4.8,16,,,MIMKEAK,Canada
V100004041,,km2,,,,,,BIG BROOK,Canada
V100004042,,km2,,,,,,GRANT LAKE RESERVOIR,Canada
V100004043,,km2,,,,,,LONG,Canada
V100004044,259956,km2,0.116,2.2,9,,,PYE,Canada
V100004045,,km2,,,,,,SHEPHERDS,Canada
V100004046,,km2,,,,,,WELLS,Canada
V100004047,,km2,,,,,,BEAVERBANK STN#1,Canada
V100004048,,km2,,,,,,COXS STN #1,Canada
V100004049,388053,km2,0.218,1.8,3,,,FOURTH,Canada
V100004050,352500,km2,0.259,1.4,8,,,HORSESHOE,Canada
V100004051,,km2,,,,,,SALMON RIVER BIG ,Canada
V100004052,1878150,km2,0.789,,4,,,SPRINGFIELD,Canada
V100004053,1399393,km2,0.354,4,10,2.6,,BIG,Canada
V100004054,1106234,km2,0.28,3.9,10,3.5,,FRENCH RIVER,Canada
V100004055,375091,km2,0.171,2.2,6,1.35,,SIEFERTS,Canada
V100004056,131649,km2,0.119,1.1,2.6,2.4,,SECOND,Canada
V100004057,1389625,km2,0.249,5.6,15,2.5,,CANOE,Canada
V100004058,5887937,km2,0.472,12.5,70,5.25,,BLACK,Canada
V100004059,1105988,km2,0.831,1.3,3,2.62,,SPECTACLE,Canada
V100004060,5676900,km2,0.745,7.6,19,3.05,,SANDY,Canada
V100004061,920373,km2,0.368,2.5,7,4.65,,SANDY,Canada
V100004062,1709568,km2,0.334,5.1,17,2.3,,WEBBER,Canada
V100004063,239450,km2,0.194,1.2,2,0.75,,TOMAHAWK,Canada
V100004064,150855,km2,0.141,1.1,2,1.13,,UPPER PALMER,Canada
V100004065,15117903,km2,3.358,4.5,16,4.25,,MILIPSIGATE,Canada
V100004066,38067697,km2,7.886,4.8,16,,,MIMKEAK,Canada
V100004067,18481480,km2,5.471,3.4,8,2.63,,HERRING COVE,Canada
V100004068,11404129,km2,1.292,8.4,28,2.95,,LOCHIEL ,Canada
V100004069,2939587,km2,0.784,3.8,16,4.75,,GIBRALTAR,Canada
V100004070,55541800,km2,2.739,20.3,50,8.6,,CARIBOU,Canada
V100004071,3424115,km2,0.74,4.97,18,2.35,,HENRY,Canada
V100004072,268765,km2,0.166,1.6,2.5,2.9,,LARDER,Canada
V100004073,6620677,km2,0.687,9.6,23,2.25,,MILLET,Canada
V100004074,9287749,km2,0.995,9.3,30,,,GRAND,Canada
V100004075,303068120,km2,18.41,16.5,45,,,SHUBECADIE GRAND,Canada
V100004076,,km2,13.69,,35,,,PANUKE,Canada
V100004077,27315904,km2,5.32,,12,,,AYLESFORD,Canada
V100004078,26621178,km2,6.679,,18,,,BLACK RIVER,Canada
V100004079,892900,km2,0.455,2,5,,,WEST BRANCH,Canada
V100004080,5870000,km2,4.97,1.22,3,,,TEN MILE,Canada
V100004081,1346670,km2,0.963,,7,,,WEST HORESHOE STN#1,Canada
V100004082,1772584,km2,0.6435,2.75,12,2.75,,ROCKY BROOK ,Canada
V100004083,874880,km2,0.406,2.2,7,1.87,,COOLEN,Canada
V100004084,1886713,km2,0.746,2.5,7,1.75,,COVEY,Canada
V100004085,39603966,km2,3.379,11,35,3.45,,TIMBER,Canada
V100004086,1520542,km2,1.032,,6,,,BELL ,Canada
V100004087,290482,km2,0.1216,2.38,8,3.1,,LARKIN,Canada
V100004088,374346,km2,0.1374,2.7,8,2.87,,ROUND,Canada
V100004089,3010580,km2,1.0715,2.81,7,1.1,,BUTLERS ,Canada
V100004090,8624822,km2,2.2504,3.83,12,1.35,,BIG FIVE BRIDGE,Canada
V100004091,3896352,km2,1.1622,3.35,9,1.41,,MOORES,Canada
V100004092,12200000,km2,4.31,3,15,,,HEBB,Canada
V100004093,15117903,km2,3.358,4.5,16,,,MILIPSIGATE,Canada
V100004094,297332,km2,0.1244,2.38,6,3.8,,MAPLE,Canada
V100004095,2197909,km2,0.587,3.7,10,,,MILO ,Canada
V100004096,804715,km2,0.271,,14.2,,,TREFRY,Canada
V100004097,9228157,km2,1.781,3.6,14,4.45,,SHORTTS,Canada
V100004098,,km2,,,,,,BLUE WOODS,Canada
V100004099,351982,km2,0.15,2.33,4,,,CROUCHER ,Canada
V100004100,,km2,,,,,,EGG ,Canada
V100004101,,km2,,,,,,FOURTH,Canada
V100004102,,km2,,,,,,LITTLE ,Canada
V100004103,,km2,,,,1.75,,LITTLE ,Canada
V100004104,3080486,km2,1.051,2.9,6,,,LONG,Canada
V100004105,7797970,km2,1.634,4.8,15,2.3,,MCCABE,Canada
V100004106,,km2,,,,2.6,,LITTLE RIVER,Canada
V100004107,111700,km2,0.037,,5.1,2.55,,LANSDOWNE,Canada
V100004108,1847112,km2,0.63,2.9,8,1.33,,FENERTY,Canada
V100004109,,km2,,,,1.4,,HAMILTON,Canada
V100004110,6182400,km2,1.093,5.7,10,1.55,,MOCKINGIGH,Canada
V100004111,770000,km2,2.7,2.9,17,1.75,,CARD,Canada
V100004112,,km2,3.541,,11,3.75,,HARMONY,Canada
V100004113,,km2,,,,,,ACADIA,Canada
V100004114,,km2,,,,,,ARNOLD,Canada
V100004115,,km2,,,,,,BIG INDIAN,Canada
V100004116,,km2,,,,,,BOOT,Canada
V100004117,,km2,,,,,,MARSH,Canada
V100004118,,km2,,,,,,NORTHEAST,Canada
V100004119,666581,km2,0.314,2.1,7,,,HOURGLASS,Canada
V100004120,925834,km2,0.284,3.3,8,0.85,,NOWLANS,Canada
V100004121,,km2,,,,1.3,,PLACIDES,Canada
V100004122,1410041,km2,1.469,1,13,,,PORCUPINE,Canada
V100004123,1057810,km2,0.338,3.1,9,,,PROVOST,Canada
V100004124,5010224,km2,1.2,4.2,11,,,FANNING,Canada
V100004125,11674510,km2,2.638,4.4,18,1.8,,OGDEN,Canada
V100004126,10529820,km2,3.22,3.3,9,1.5,,PARR,Canada
V100004127,23696802,km2,4.674,5.1,18,3,,VAUGHAN,Canada
V100004128,66900000,km2,3.072,21.8,52,5,,LOCHABER,Canada
V100004129,185953,km2,0.049,3.8,8.53,5.5,,OATHILL,Canada
V100004130,,,,,,2.4,,Mondsee,Austria
V100004131,,,,,,3,,Bajer,Croatia
V100004132,,,,,,3.8,,Butoniga,Croatia
V100004133,,,,,,7.5,,Kozjak,Croatia
V100004134,,,,,,5,,Lesce,Croatia
V100004135,,,,,,7,,Lokve,Croatia
V100004136,,,,,,4,,Malo Jezero,Croatia
V100004137,,,,,,5.5,,Njivice,Croatia
V100004138,,,,,,0.5,,Peto Jezero,Croatia
V100004139,,,,,,2,,Ponikve,Croatia
V100004140,,,,,,5.5,,Prosce,Croatia
V100004141,,,,,,1.5,,Savica,Croatia
V100004142,,,,,,0.5,,Tribali,Croatia
V100004143,,,,,,10.5,,Vransko,Croatia
V100004144,,,,,,0.3,,Akaki_Malounda,Cyprus
V100004145,,,,,,2.7,,Asprokremmos Reservoir,Cyprus
V100004146,,,,,,7.35,,Kanviou Reservoir,Cyprus
V100004147,,,,,,3.5,,Kouris Reservoir,Cyprus
V100004148,,,,,,3.7,,Polemidia,Cyprus
V100004149,,,,,,4.4,,Boskovice,Czech Republic
V100004150,,,,,,3.04,,Brnenska prehrada,Czech Republic
V100004151,,,,,,1.49,,Hamry,Czech Republic
V100004152,,,,,,2.15,,Letovice,Czech Republic
V100004153,,,,,,0.8,,Luhacovice,Czech Republic
V100004154,,,,,,0.75,,Matejovsky,Czech Republic
V100004155,,,,,,3.5,,Mostiste,Czech Republic
V100004156,,,,,,0.32,,Nesyt,Czech Republic
V100004157,,,,,,0.5,,Nove Mlyny II,Czech Republic
V100004158,,,,,,0.18,,Novovesky,Czech Republic
V100004159,,,,,,0.4,,Velke Dako,Czech Republic
V100004160,,,,,,0.6,,Bagsvaerd ,Denmark
V100004161,,,,,,1.8,,Bastrup ,Denmark
V100004162,,,,,,1.2,,Farum ,Denmark
V100004163,,,,,,1.05,,Fure,Denmark
V100004164,,,,,,0.7,,Gyrstinge ,Denmark
V100004165,,,,,,1.05,,Haraldsted ,Denmark
V100004166,,,,,,0.45,,Lyngby ,Denmark
V100004167,,,,,,4.1,,Slaen,Denmark
V100004168,,,,,,1.5,,Elistvere,Estonia
V100004169,,,,,,0.7,,Kaiavere,Estonia
V100004170,,,,,,2.5,,Kuremaa,Estonia
V100004171,,,,,,0.7,,Lammijarv,Estonia
V100004172,,,,,,1.9,,Peipsi,Estonia
V100004173,,,,,,0.65,,Raigastvere,Estonia
V100004174,,,,,,5.17,,Saadjarv,Estonia
V100004175,,,,,,1.21,,Verevijarv,Estonia
V100004176,,,,,,0.55,,Vortsjarv,Estonia
V100004177,,,,,,0.6,,Harkmerifjarden,Finland
V100004178,,,,,,1.8,,Jyvasjarvi,Finland
V100004179,,,,,,3.1,,Kakskerranjarvi,Finland
V100004180,,,,,,0.7,,Littoistenjarvi,Finland
V100004181,,,,,,3.8,,Muuratjarvi,Finland
V100004182,,,,,,0.9,,Stortrasket,Finland
V100004183,,,,,,2,,Aydat,FR
V100004184,,,,,,7.3,,Pavin,FR
V100004185,,,,,,0.7,,Bikowsee,Germany
V100004186,,,,,,0.9,,Carwitzersee,Germany
V100004187,,,,,,6.7,,Constance,Germany
V100004188,,,,,,0.9,,Dagowsee,Germany
V100004189,,,,,,1.12,,Dollgenesee,Germany
V100004190,,,,,,1.2,,Domjuchsee,Germany
V100004191,,,,,,1.7,,Fuirstensersee,Germany
V100004192,,,,,,0.25,,Fukuschkule,Germany
V100004193,,,,,,0.9,,Grosser Dabelowsee,Germany
V100004194,,,,,,0.4,,Grosser Wentowsee,Germany
V100004195,,,,,,0.6,,Kleiner Wentowsee,Germany
V100004196,,,,,,0.6,,Labusee,Germany
V100004197,,,,,,0.4,,LangerSee,Germany
V100004198,,,,,,0.6,,Muggelsee,Germany
V100004199,,,,,,3.5,,Oberuckersee,Germany
V100004200,,,,,,0.67,,Peetschsee,Germany
V100004201,,,,,,0.69,,Pfsarrsee,Germany
V100004202,,,,,,3.2,,Platinsee,Germany
V100004203,,,,,,1.28,,Plauersee,Germany
V100004204,,,,,,0.7,,Prebelowsee,Germany
V100004205,,,,,,0.69,,Roblinsee,Germany
V100004206,,,,,,0.7,,Roofensee,Germany
V100004207,,,,,,0.85,,Scharmutzelsee,Germany
V100004208,,,,,,1.1,,Scharmutzelsee,Germany
V100004209,,,,,,0.7,,Schlabornsee,Germany
V100004210,,,,,,0.67,,Schwedtsee,Germany
V100004211,,,,,,8.5,,Stechlinsee,Germany
V100004212,,,,,,0.6,,Stolpsee,Germany
V100004213,,,,,,2.2,,Tiwarensee,Germany
V100004214,,,,,,0.92,,Wanzkaersee,Germany
V100004215,,,,,,2.62,,Wittwesee,Germany
V100004216,,,,,,1.45,,Wurlsee,Germany
V100004217,,,,,,2.2,,Lesser Prespa,Greece
V100004218,,,,,,4.5,,Marathos,Greece
V100004219,,,,,,0.117,,Volvi,Greece
V100004220,,,,,,0.3,,Patkai Reservoir,Hungary
V100004221,,,,,,0.5,,Velencei,Hungary
V100004222,,,,,,0.41,,Zamolyi,Hungary
V100004223,,,,,,0.58,,Corduff,Ireland
V100004224,,,,,,0.64,,Milltown,Ireland
V100004225,,,,,,0.78,,Templehouse,Ireland
V100004226,,,,,,7.4,,Caldozzo,Italy
V100004227,,,,,,11.4,,Campo,Italy
